,Brand,Model,Version,Price,Modèle,Ville,Vendeur,Main,Kilométrage,Carburant,Transmision,Année de mise en circulation,1ère main,Dédouanée,Motorisation,Puissance fiscale,Puissance dynamique,Couleur extérieure,Etat du véhicule,Climatisation,Système audio,Vitres électriques,Sièges électriques,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Allumage auto. des feux,Détecteur de pluie,Commandes au volant,Ecran tactile,Rétroviseurs électriques,Rétroviseurs rabattables électriquement,Ouverture auto. du coffre,Démarrage mains libres,Banquette arrière rabattable 1/3-2/3,Aide au stationnement,Caméra de recul,Bluetooth,Système de navigation,Jantes aluminium,Volant cuir,Sellerie,Vitres teintées,Feux de jour,Feux à LED,Phares Xénon,Barres de toit,Toit,Airbags,ABS,ESP,Aide au freinage d'urgence,Antipatinage,Antidémarrage électronique,Détecteur de sous-gonflage,Fermeture de portes en roulant,Aide au démarrage en cote,Système d'alerte de franchissement de ligne,Détecteur d'angle mort,Système d'alarme
0,MERCEDES,Classe C 2014,220 d,228.000 DH,2014,Rabat,Particulier,Seconde,144.500 km,Diesel,Automatique,2014,non,oui,Diesel,8 cv,150 ch,Gris foncé,Très bon,auto. Bi-zone,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,non,non,non,non,oui,oui,Arrière,oui,oui,non,oui,oui,Similicuir,non,oui,non,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,non
1,MERCEDES,Classe C 2003,220 CDI,79.000 DH,2003,Beni Mellal,Particulier,Seconde,350.000 km,Diesel,Manuelle,2003,non,oui,Diesel,8 cv,170 ch,Noir,Très bon,auto.,"Radio, CD, DVD",Electrique AV/AR,Tous les passagers,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,oui,oui,non,Cuir,oui,oui,non,non,non,Rigide,oui,oui,oui,non,oui,non,oui,non,non,oui,oui,non
2,MERCEDES,Classe B 2013,180 d Urban,150.000 DH,2013,El Jadida,Particulier,Seconde,144.000 km,Diesel,Manuelle,2013,non,non,Diesel,8 cv,109 ch,Noir,Comme neuve,manuelle,"Radio, CD, USB",Electrique AV/AR,non,oui,non,oui,oui,oui,oui,non,non,non,non,oui,oui,Arrière,oui,oui,non,oui,oui,Similicuir,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,non
3,MERCEDES,Classe E 2006,Autre version,135.000 DH,2006,Salé,Particulier,Seconde,248.000 km,Diesel,Automatique,2006,non,oui,Diesel,9 cv,170 ch,Gris clair,Comme neuve,auto. Bi-zone,"Radio, CD",Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,non,oui,oui,non,non,non,oui,oui,oui,non,Tissu / Velours,oui,oui,non,non,oui,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui
4,MERCEDES,CLA Coupé 2014,220 CDI,240.000 DH,2014,Casablanca,Particulier,Seconde,103.000 km,Diesel,Automatique,2014,non,non,Diesel,9 cv,177 ch,Blanc cassé,Excellent,auto.,"Radio, MP3, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui,non,non,oui,oui,non,oui,non,Cuir,non,oui,non,non,non,Panoramique,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui
5,MERCEDES,Classe E 2010,250 CDI BlueEfficiency Classic,150.000 DH VENDUE,2010,Rabat,Particulier,Seconde,169.950 km,Diesel,Automatique,2010,non,oui,Diesel,9 cv,204 ch,Gris,Très bon,auto. Bi-zone,"Radio, CD, MP3",Electrique AV/AR,Conducteur,oui,non,oui,oui,oui,oui,non,oui,oui,oui,non,oui,non,oui,oui,oui,oui,non,Cuir,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui
6,MERCEDES,Classe E 2016,220 d DCT Luxury,580.000 DH,2016,Tanger,Particulier,Seconde,18.000 km,Diesel,Automatique,2016,non,non,Diesel,8 cv,194 ch,Noir,Comme neuve,auto. Multi-zone,"Radio, MP3, USB",Electrique AV/AR,Tous les passagers,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,oui,non,non,oui,Cuir,oui,oui,oui,non,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui
7,MERCEDES,Classe C 2013,200 d Avantgarde +,228.000 DH,2013,Casablanca,Particulier,Première,155.000 km,Diesel,Automatique,2013,oui,oui,Diesel,9 cv,180 ch,Gris,Comme neuve,auto. Bi-zone,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Arrière,oui,oui,oui,oui,oui,Similicuir / Tissu,non,oui,oui,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non
8,MERCEDES,GLA 2017,200 d Urban,290.000 DH VENDUE,2017,Rabat,Particulier,Première,67.271 km,Diesel,Automatique,2017,oui,non,Diesel,9 cv,136 ch,Noir,Comme neuve,auto.,"Radio CD, SD, USB",Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Arrière,oui,oui,oui,oui,oui,Similicuir,oui,oui,non,non,oui,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non
9,MERCEDES,CLA Coupé 2014,200 CDI,240.000 DH,2014,Casablanca,Particulier,Seconde,87.000 km,Diesel,Manuelle,2014,non,non,Diesel,6 cv,136 ch,Blanc,Très bon,auto.,"Radio CD, SD, USB",Electrique AV/AR,non,oui,non,oui,oui,non,oui,non,non,non,oui,oui,non,non,oui,oui,non,oui,non,Cuir,non,non,non,non,non,Rigide,oui,oui,oui,non,oui,oui,non,non,oui,non,non,non
10,MERCEDES,Classe C 2005,220 CDI Bluetec Exclusive,130.000 DH,2005,Tanger,Particulier,Seconde,255.000 km,Diesel,Automatique,2005,non,oui,Diesel,9 cv,190 ch,Gris,Excellent,auto.,"Radio, CD, MP3",Electrique AV/AR,non,non,non,oui,oui,oui,non,non,oui,non,oui,oui,non,non,oui,oui,oui,oui,non,Cuir,non,oui,oui,oui,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui
11,MERCEDES,GLE 2017,250 d 4MATIC Luxury,700.000 DH VENDUE,2017,Rabat,Particulier,Première,48.653 km,Diesel,Automatique,2017,oui,non,Diesel,12 cv,258 ch,Blanc,Comme neuve,auto. Bi-zone,"Radio CD, SD, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,Cuir,oui,oui,oui,oui,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui
12,MERCEDES,CLS Coupé 2013,63 AMG,290.000 DH VENDUE,2013,Rabat,Particulier,Seconde,97.911 km,Diesel,Automatique,2013,non,non,Diesel,9 cv,236 ch,Noir,Excellent,auto. Bi-zone,"Radio, CD, MP3",Electrique AV/AR,,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,oui,oui,non,Cuir,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui
13,MERCEDES,CLK 2005,280 Coupé Elegance,65.000 DH,2005,Casablanca,Particulier,Seconde,220.000 km,Diesel,Manuelle,2005,non,non,Diesel,11 cv,-,Gris clair,Excellent,auto.,"Radio, CD, MP3",Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,non,non,non,oui,non,non,non,non,oui,non,Cuir,non,non,non,oui,non,Ouvrant,oui,oui,oui,non,oui,non,non,non,non,non,non,non
14,MERCEDES,Classe C 2000,220 CDI,60.000 DH VENDUE,2000,Ouarzazate,Particulier,Première,30.000 km,Diesel,Manuelle,2000,oui,oui,Diesel,8 cv,115 ch,Bleu foncé,Bon,manuelle,"Radio, CD",Electrique AV,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,non,Tissu,non,non,non,non,non,Rigide,oui,oui,oui,non,non,non,non,oui,non,non,non,non
15,MERCEDES,Classe E 2018,220 d DCT AMG line,653.000 DH,2018,Casablanca,Particulier,Seconde,48.000 km,Diesel,Automatique,2018,non,oui,Diesel,8 cv,190 ch,Noir,Excellent,auto. Tri-zone,"Radio, MP3, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Avant et Arrière,oui,oui,oui,oui,oui,Cuir,oui,oui,oui,oui,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui
16,MERCEDES,GLC Coupé 2020,220 d 4MATIC AMG line,650.000 DH,2020,Casablanca,Particulier,Première,0 km,Diesel,Automatique,2020,oui,non,Diesel,10 cv,163 ch,-,-,non,-,-,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,non,Alcantara,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui
17,MERCEDES,Classe C 2003,200 Kompressor,58.000 DH,2003,Rabat,Particulier,Seconde,141.000 km,Essence,Manuelle,2003,non,non,Essence,11 cv,163 ch,Gris,Très bon,manuelle,"Radio, CD",Electrique AV/AR,non,oui,non,non,oui,oui,oui,non,oui,non,non,non,oui,non,non,non,non,oui,non,Cuir,oui,non,non,non,non,Rigide,oui,oui,oui,non,oui,oui,non,non,non,non,non,oui
18,MERCEDES,Classe A 2017,220 d DCT AMG line,300.000 DH,2017,Tanger,Particulier,Seconde,50.000 km,Diesel,Automatique,2017,non,non,Diesel,9 cv,177 ch,Blanc,Comme neuve,auto.,"Radio CD, SD, USB",Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,Arrière,oui,oui,oui,oui,oui,Similicuir / Tissu,oui,oui,oui,non,oui,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui
19,MERCEDES,Classe A 2018,160 d DCT Style,220.000 DH,2018,Rabat,Particulier,Première,29.000 km,Diesel,Automatique,2018,oui,non,Diesel,6 cv,90 ch,Noir,Comme neuve,auto.,"Radio CD, SD, USB",Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Arrière,oui,oui,non,oui,non,Similicuir / Tissu,non,oui,oui,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui
20,MERCEDES,Classe E 1997,Autre version,60.000 DH,1997,Kénitra,Particulier,Seconde,300.000 km,Diesel,Manuelle,1997,non,oui,Diesel,9 cv,194 ch,Autre couleur,Excellent,manuelle,"Radio CD, MP3, USB",-,non,non,non,non,non,non,non,non,non,non,non,non,non,Avant et Arrière,non,non,non,oui,oui,Tissu,non,non,non,non,non,Rigide,oui,oui,oui,oui,oui,non,oui,non,non,non,non,oui
21,MERCEDES,Classe C 2010,220 d AMG line,175.000 DH,2010,Marrakech,Particulier,Seconde,190.000 km,Diesel,Automatique,2010,non,oui,Diesel,9 cv,194 ch,Noir,Excellent,auto. Bi-zone,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,non,oui,non,oui,non,oui,Avant et Arrière,non,oui,non,oui,oui,Cuir / Tissu,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui
22,MERCEDES,Classe B 2015,180 d BVA Urban,185.000 DH,2015,Errachidia,Particulier,Première,148.000 km,Diesel,Automatique,2015,oui,non,Diesel,6 cv,109 ch,Noir,Excellent,auto.,"Radio CD, SD, USB",Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui,oui,Arrière,oui,oui,non,oui,oui,Similicuir,oui,oui,oui,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non
23,MERCEDES,Classe A 2013,180 d,185.000 DH,2013,Oujda,Particulier,Seconde,128.000 km,Diesel,Automatique,2013,non,oui,Diesel,7 cv,110 ch,Gris clair,Excellent,auto.,"Radio, CD, USB",Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,Arrière,oui,oui,oui,oui,oui,Similicuir / Tissu,non,oui,non,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui
24,MERCEDES,Classe E 2012,350 d DCT,900.000 DH,2012,Casablanca,Particulier,Seconde,138.000 km,Diesel,Automatique,2012,non,non,Diesel,12 cv,258 ch,Noir,Comme neuve,auto. Bi-zone,"Radio CD, SD, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,Arrière,oui,oui,non,oui,oui,Similicuir,non,oui,non,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,non
25,MERCEDES,190 1988,Autre version,35.000 DH,1988,Marrakech,Particulier,Seconde,400.000 km,Diesel,Manuelle,1988,non,oui,Diesel,8 cv,90 ch,Bleu,Bon,non,"Radio, CD, MP3",-,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Tissu,non,non,non,non,non,Rigide,non,non,non,non,non,non,non,non,non,non,non,non
26,MERCEDES,Classe C 2011,220 CDI BlueEfficiency Classic,220.000 DH VENDUE,2011,Rabat,Particulier,Seconde,82.490 km,Diesel,Manuelle,2011,non,oui,Diesel,9 cv,170 ch,Noir,Excellent,manuelle,"Radio, CD, MP3",Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,oui,oui,non,oui,non,oui,oui,oui,oui,non,Similicuir,non,oui,oui,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui
27,MERCEDES,Classe C 2008,220 CDI,135.000 DH,2008,Tanger,Particulier,Première,200.000 km,Diesel,Automatique,2008,oui,non,Diesel,9 cv,180 ch,Noir,Bon,auto. Bi-zone,"Radio, CD, MP3",Electrique AV/AR,Conducteur,oui,non,oui,oui,oui,oui,non,oui,non,oui,oui,oui,non,non,oui,non,oui,non,Cuir,oui,non,non,oui,oui,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui
28,MERCEDES,Classe A 2011,Autre version,83.000 DH,2011,Casablanca,Particulier,Première,116.000 km,Essence,Automatique,2011,oui,non,Essence,8 cv,-,Blanc,Très bon,manuelle,"Radio, CD, MP3",Electrique AV,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Tissu,non,non,non,non,non,Rigide,oui,oui,oui,non,oui,non,non,oui,non,non,non,non
29,MERCEDES,Classe C 2007,220 d,142.000 DH,2007,Casablanca,Particulier,Seconde,190.000 km,Diesel,Automatique,2007,non,oui,Diesel,8 cv,194 ch,Noir,Excellent,non,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,non,oui,non,non,non,non,oui,non,Arrière,non,oui,oui,oui,oui,Tissu,non,oui,non,non,non,Rigide,oui,oui,oui,oui,non,oui,oui,non,oui,non,non,non
30,MERCEDES,Classe B 2013,180 CDI Pack Sport,166.000 DH VENDUE,2013,Rabat,Particulier,Première,194.519 km,Diesel,Automatique,2013,oui,non,Diesel,7 cv,110 ch,Noir,Excellent,auto.,"Radio, CD, MP3",Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,non,oui,non,non,oui,non,oui,non,Cuir,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui
31,MERCEDES,Classe E 2010,350 d DCT Avantgarde,160.000 DH,2010,Casablanca,Particulier,Première,140.000 km,Diesel,Automatique,2010,oui,non,Diesel,12 cv,258 ch,Noir,Excellent,auto. Bi-zone,"Radio CD, MP3, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,Avant et Arrière,oui,oui,non,oui,oui,Cuir,oui,oui,oui,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui
32,MERCEDES,Classe C 2011,200 CDI Classic,150.000 DH,2011,Casablanca,Particulier,Seconde,180.000 km,Diesel,Manuelle,2011,non,non,Diesel,9 cv,184 ch,Noir,Excellent,auto.,"Radio, CD, DVD",-,non,oui,non,oui,oui,oui,oui,non,oui,non,non,non,non,non,non,oui,non,oui,non,Cuir,non,non,non,non,non,Rigide,oui,oui,oui,oui,non,non,oui,non,non,non,non,non
33,MERCEDES,Classe A 2000,160 CDI Classic,40.000 DH VENDUE,2000,Rabat,Particulier,Seconde,100.000 km,Diesel,Automatique,2000,non,non,Diesel,7 cv,85 ch,Gris,Correct,non,"Radio CD, MP3, USB",Electrique AV,non,non,non,non,non,non,non,non,oui,non,non,non,oui,non,non,non,non,oui,non,Similicuir,oui,non,non,non,non,Rigide,oui,oui,non,non,non,oui,non,non,non,non,non,oui
34,MERCEDES,Classe A 2017,180 d Style,225.000 DH,2017,Marrakech,Particulier,Seconde,77.000 km,Diesel,Automatique,2017,non,non,Diesel,6 cv,116 ch,Noir,Comme neuve,auto.,"Radio, MP3, USB",Electrique AV/AR,non,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,Arrière,oui,oui,oui,non,oui,Cuir / Similicuir,non,oui,oui,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui
35,MERCEDES,Classe C 2012,350 BlueEfficiency Elegance,170.000 DH VENDUE,2012,Rabat,Particulier,Seconde,125.747 km,Diesel,Automatique,2012,non,oui,Diesel,12 cv,265 ch,Noir,Très bon,auto.,"Radio CD, DVD, SD, USB",Electrique AV/AR,non,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non,non,non,oui,non,Cuir,non,oui,non,oui,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui
36,MERCEDES,Classe C Coupé 2018,220 d DCT AMG line +,500.000 DH,2018,Casablanca,Particulier,Première,57.000 km,Diesel,Automatique,2018,oui,non,Diesel,9 cv,170 ch,Blanc,Comme neuve,auto. Bi-zone,"Radio CD, SD, USB",Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Avant et Arrière,oui,oui,oui,oui,oui,Cuir,oui,oui,oui,non,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui
37,MERCEDES,Classe C 2008,350 CDI Elegance,170.500 DH,2008,Casablanca,Particulier,Seconde,140.000 km,Diesel,Manuelle,2008,non,non,Diesel,12 cv,260 ch,Noir,Excellent,auto.,"Radio, CD, DVD",Electrique AV/AR,Tous les passagers,oui,non,oui,oui,oui,oui,non,oui,oui,oui,non,oui,non,oui,oui,oui,oui,non,Similicuir,oui,oui,oui,oui,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui
38,MERCEDES,Classe C 2017,220 d Avantgarde,330.000 DH VENDUE,2017,Rabat,Particulier,Première,80.497 km,Diesel,Automatique,2017,oui,non,Diesel,8 cv,194 ch,Noir,Comme neuve,auto. Bi-zone,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,Arrière,oui,oui,non,non,oui,Similicuir,non,oui,oui,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non
39,MERCEDES,Classe E 2007,280 CDI Classic,102.000 DH VENDUE,2007,Rabat,Particulier,Seconde,349.000 km,Diesel,Automatique,2007,non,non,Diesel,13 cv,270 ch,Bleu foncé,Excellent,auto.,"Radio CD, DVD, SD, USB",Electrique AV/AR,non,oui,non,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,oui,non,Cuir,non,oui,non,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui
40,MERCEDES,Classe C 2010,220 CDI,180.000 DH VENDUE,2010,Casablanca,Particulier,Seconde,200.000 km,Diesel,Automatique,2010,non,oui,Diesel,9 cv,170 ch,Blanc,Très bon,auto.,"Radio CD, DVD, SD, USB",Electrique AV/AR,non,non,non,oui,non,oui,oui,non,non,non,non,non,non,non,non,oui,non,oui,non,Tissu,oui,non,non,non,non,Rigide,oui,oui,non,non,non,non,oui,non,non,non,non,oui
41,MERCEDES,Classe C 2018,200 d Avantgarde,170.000 DH VENDUE,2018,Temara,Particulier,Seconde,140.000 km,Diesel,Automatique,2018,non,non,Diesel,8 cv,170 ch,Noir,Comme neuve,auto.,"Radio CD, DVD, USB",Electrique AV/AR,non,non,non,oui,oui,oui,oui,non,oui,oui,non,non,non,non,non,oui,oui,oui,non,Similicuir / Tissu,oui,oui,oui,oui,oui,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui
42,MERCEDES,GLK 2011,200 CDI,185.000 DH VENDUE,2011,Casablanca,Particulier,Seconde,185.000 km,Diesel,Automatique,2011,non,non,Diesel,8 cv,170 ch,Blanc,Excellent,auto. Bi-zone,"Radio, CD, MP3",Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,non,oui,oui,non,oui,non,non,non,oui,non,oui,non,Cuir / Tissu,oui,non,non,non,oui,Rigide,oui,oui,oui,oui,oui,non,oui,non,oui,non,non,oui
43,MERCEDES,Classe A 2014,160 CDI BlueEfficiency,190.000 DH VENDUE,2014,Khénifra,Particulier,Seconde,140.000 km,Diesel,Manuelle,2014,non,non,Diesel,6 cv,110 ch,Noir,Excellent,auto. Bi-zone,"Radio CD, DVD, USB",Electrique AV/AR,non,oui,oui,oui,oui,non,oui,non,non,non,non,oui,oui,non,oui,oui,non,oui,non,Similicuir / Tissu,oui,oui,non,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,non
44,MERCEDES,Classe C 2003,220 CDI,95.000 DH VENDUE,2003,Casablanca,Particulier,Seconde,460.000 km,Diesel,Automatique,2003,non,non,Diesel,9 cv,150 ch,Gris clair,Excellent,manuelle,"Radio CD, MP3, USB",-,non,oui,non,oui,non,non,oui,non,oui,non,non,non,non,non,oui,oui,oui,oui,non,Tissu,non,oui,non,non,non,Rigide,oui,oui,non,non,non,non,non,non,non,non,non,non
45,MERCEDES,Classe C Coupé 2016,250 d DCT AMG line +,400.000 DH,2016,Casablanca,Particulier,Seconde,68.000 km,Diesel,Automatique,2016,non,non,Diesel,9 cv,204 ch,Gris,Excellent,auto. Bi-zone,"Radio CD, MP3, USB",Electrique AV,Conducteur et Passager,oui,oui,oui,oui,oui,oui,non,oui,non,oui,oui,oui,Avant et Arrière,oui,oui,non,non,oui,Cuir,oui,oui,oui,oui,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,oui
46,MERCEDES,Classe C 2017,220 d AMG line,365.000 DH,2017,Tanger,Particulier,Première,108.000 km,Diesel,Automatique,2017,oui,non,Diesel,8 cv,177 ch,Noir,Comme neuve,auto. Bi-zone,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,oui,non,oui,oui,Similicuir,oui,oui,oui,non,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui
47,MERCEDES,Classe C 2006,220 CDI,85.000 DH,2006,Kénitra,Particulier,Première,350.000 km,Diesel,Manuelle,2006,oui,oui,Diesel,9 cv,150 ch,Gris clair,Très bon,auto.,"Radio, CD",Electrique AV/AR,Conducteur et Passager,non,non,oui,non,non,oui,non,oui,non,non,non,non,non,non,non,non,oui,non,Cuir,non,non,non,non,non,Rigide,oui,oui,non,non,non,non,non,oui,non,non,non,non
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MERCEDES,Citan 2012,Autre version,230.000 DH,2012,Fès,Professionnel,Seconde,140.000 km,Diesel,Manuelle,2012,non,oui,Diesel,9 cv,92 ch,Bleu,Excellent,manuelle,"Radio, CD",Electrique AV,non,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,non,non,non,Tissu,oui,non,non,non,non,Rigide,oui,non,non,non,non,non,oui,non,non,non,non,non
50,MERCEDES,Classe C 2007,220 CDI,135.000 DH,2007,Fès,Professionnel,Seconde,157.000 km,Diesel,Manuelle,2007,non,oui,Diesel,9 cv,85 ch,Bleu foncé,Excellent,auto.,"Radio, CD, MP3",Electrique AV/AR,non,oui,non,non,non,oui,non,oui,non,non,non,oui,non,non,non,oui,non,oui,non,Cuir / Alcantra,oui,non,oui,non,non,Rigide,oui,oui,oui,non,non,non,oui,non,non,non,non,non
51,MERCEDES,Classe C 2009,200 d Avantgarde +,140.000 DH VENDUE,2009,Kelaat Sraghna,Particulier,Seconde,2.260.000 km,Diesel,Automatique,2009,non,non,Diesel,6 cv,160 ch,Blanc,Très bon,auto. Bi-zone,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,non,oui,oui,oui,non,oui,oui,non,Arrière,oui,oui,non,non,oui,Similicuir,non,oui,oui,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,non
52,MERCEDES,Classe A 2013,220 d DCT AMG line,120.000 DH VENDUE,2013,Errachidia,Particulier,Seconde,17.978 km,Diesel,Automatique,2013,non,oui,Diesel,9 cv,177 ch,Gris,Comme neuve,auto.,"Radio CD, SD, USB",Electrique AV/AR,Conducteur,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,oui,Arrière,oui,oui,non,non,oui,Similicuir / Tissu,oui,oui,oui,non,non,Panoramique ouvrant,oui,oui,oui,oui,oui,oui,oui,non,oui,non,non,non
53,MERCEDES,Classe E Coupé 2011,220 d DCT Avantgarde,190.000 DH VENDUE,2011,Casablanca,Particulier,Première,146.000 km,Diesel,Manuelle,2011,oui,non,Diesel,8 cv,194 ch,Noir,Excellent,auto. Bi-zone,"Radio CD, MP3, USB",Electrique AV/AR,Conducteur et Passager,oui,non,oui,oui,oui,oui,oui,non,non,oui,oui,non,Avant et Arrière,non,oui,oui,oui,oui,Cuir / Tissu,oui,oui,non,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui
54,MERCEDES,Classe C 2018,220 d AMG line,580.000 DH VENDUE,2018,Casablanca,Particulier,Première,21.000 km,Diesel,Automatique,2018,oui,non,Diesel,8 cv,194 ch,Gris clair,Comme neuve,auto. Bi-zone,"Radio, USB",Electrique AV/AR,Conducteur et Passager,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,Avant et Arrière,oui,oui,oui,oui,oui,Cuir,oui,oui,oui,oui,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui
55,MERCEDES,CLA Coupé 2018,220 d Style,300.000 DH VENDUE,2018,Rabat,Particulier,Première,72.000 km,Diesel,Manuelle,2018,oui,non,Diesel,9 cv,190 ch,Blanc,Excellent,auto.,"Radio, CD, MP3",Electrique AV,Conducteur,oui,oui,oui,oui,non,oui,oui,oui,non,non,oui,oui,Arrière,oui,oui,non,non,oui,Cuir / Tissu,non,oui,oui,non,non,Rigide,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,non
